RSTA-RXN RSTB-RXN
3.4.21.87-RXN 3.5.1.28-RXN
RXN0-3261 3.5.1.28-RXN
RXN0-5052 3.5.1.28-RXN
RXN0-5051 3.5.1.28-RXN
RXN0-5204 3.5.1.28-RXN
3.4.24.70-RXN 3.5.1.28-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.5.1.28-RXN
3.4.21.53-RXN 3.5.1.28-RXN
3.2.1.17-RXN 3.5.1.28-RXN
3.4.24.55-RXN 3.5.1.28-RXN
3.4.21.102-RXN 3.5.1.28-RXN
ABC-22-RXN 3.5.1.28-RXN
3.4.21.83-RXN 3.5.1.28-RXN
2.4.1.129-RXN 3.5.1.28-RXN
3.4.11.9-RXN 3.5.1.28-RXN
RXN0-3221 3.5.1.28-RXN
RXN0-5199 URPHOS-RXN
URIDINE-NUCLEOSIDASE-RXN URPHOS-RXN
URACIL-PRIBOSYLTRANS-RXN URPHOS-RXN
PPENTOMUT-RXN URPHOS-RXN
ADENPHOSPHOR-RXN URPHOS-RXN
RXN0-5398 URPHOS-RXN
INOPHOSPHOR-RXN URPHOS-RXN
URA-PHOSPH-RXN URPHOS-RXN
RXN0-6444 URPHOS-RXN
PNP-RXN URPHOS-RXN
RXN0-1402 URPHOS-RXN
TRANS-RXN-132 URPHOS-RXN
URKI-RXN URPHOS-RXN
TRANS-RXN-108I URPHOS-RXN
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN URPHOS-RXN
RXN0-5332 URPHOS-RXN
XANTHOSINEPHOSPHORY-RXN URPHOS-RXN
RXN0-2584 URPHOS-RXN
TRANS-RXN-69 AGMATIN-RXN
PUTTRANSAM-RXN AGMATIN-RXN
TRANS-RXN0-460 AGMATIN-RXN
RXN0-3901 AGMATIN-RXN
TRANS-RXN0-211 AGMATIN-RXN
ABC-25-RXN AGMATIN-RXN
SPERMIDINESYN-RXN AGMATIN-RXN
RXN0-4223 RXN0-4701
TRNA-NUCLEOTIDYLTRANSFERASE-RXN RXN0-4701
DNA-DIRECTED-RNA-POLYMERASE-RXN RXN0-4701
RXN0-5361 RXN0-4701
2.7.7.8-RXN RXN0-4701
RXN0-5184 MALTODEXGLUCOSID-RXN
RXN0-5181 MALTODEXGLUCOSID-RXN
ALDOSE-1-EPIMERASE-RXN MALTODEXGLUCOSID-RXN
GLYCOGEN-BRANCH-RXN MALTODEXGLUCOSID-RXN
RXN0-5395 MALTODEXGLUCOSID-RXN
GLYCOGENSYN-RXN MALTODEXGLUCOSID-RXN
ALPHA-AMYL-RXN MALTODEXGLUCOSID-RXN
DIHYDROPICRED-RXN DIHYDRODIPICSYN-RXN
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN
HOMOSERDEHYDROG-RXN DIHYDRODIPICSYN-RXN
IMP-DEHYDROG-RXN INOSINEKIN-RXN
RXN-7607 INOSINEKIN-RXN
IMPCYCLOHYDROLASE-RXN INOSINEKIN-RXN
ADENYLOSUCCINATE-SYNTHASE-RXN INOSINEKIN-RXN
PHOSPHASERSYN-RXN RXN0-4083
SERINE--TRNA-LIGASE-RXN RXN0-4083
TRANS-RXN-71 RXN0-4083
TRANS-RXN-126B RXN0-4083
TRANS-RXN-126A RXN0-4083
TRNA-S-TRANSFERASE-RXN RXN0-4083
TRANS-RXN-94A RXN0-4083
GLYOHMETRANS-RXN RXN0-4083
RXN0-2201 RXN0-4083
RXN0-2382 RXN0-4083
TRANS-RXN-130 RXN0-4083
TRANS-RXN-118 RXN0-4083
TRANS-RXN-117 RXN0-4083
ENTMULTI-RXN RXN0-4083
ENTF-RXN RXN0-4083
RXN0-283 RXN0-4083
SERINE-O-ACETTRAN-RXN RXN0-4083
TRANS-RXN0-235 RXN0-4083
TRYPSYN-RXN RXN0-4083
TRANS-RXN-125 RXN0-4083
TRANS-RXN-126 RXN0-4083
TRANS-RXN-101 RXN0-4083
TRANS-RXN-128 RXN0-4083
TRANS-RXN-129 RXN0-4083
RXN0-2561 RXN0-4083
RXN0-2161 RXN0-4083
TRANS-RXN-122 RXN0-4083
2.7.4.22-RXN PHOSNACMURPENTATRANS-RXN
UDPSUGARHYDRO-RXN PHOSNACMURPENTATRANS-RXN
NACGLCTRANS-RXN PHOSNACMURPENTATRANS-RXN
RXN0-3521 PHOSNACMURPENTATRANS-RXN
GLCNACPTRANS-RXN PHOSNACMURPENTATRANS-RXN
RXN0-5383 PHOSNACMURPENTATRANS-RXN
RXN-12197 PHOSNACMURPENTATRANS-RXN
IMP-DEHYDROG-RXN IMPCYCLOHYDROLASE-RXN
RXN-7607 IMPCYCLOHYDROLASE-RXN
AICARTRANSFORM-RXN IMPCYCLOHYDROLASE-RXN
ADENYLOSUCCINATE-SYNTHASE-RXN IMPCYCLOHYDROLASE-RXN
R247-RXN RXN-12827
TRANS-RXN0-239 RXN-12827
RXN0-6370 RXN-12827
RXN0-5242 RXN-12827
RXN0-6369 RXN-12827
RXN0-3501 RXN-12827
RXN0-3561 RXN0-3601
TRANS-RXN-100 RXN0-3601
RXN-9535 LAUROYLACYLTRAN-RXN
3.1.2.21-RXN LAUROYLACYLTRAN-RXN
MYRISTOYLACYLTRAN-RXN LAUROYLACYLTRAN-RXN
RXN0-5057 LAUROYLACYLTRAN-RXN
KDOTRANS2-RXN LAUROYLACYLTRAN-RXN
RXN0-4581 LAUROYLACYLTRAN-RXN
PALMITOTRANS-RXN LAUROYLACYLTRAN-RXN
RXN0-802 RXN0-801
2.7.4.22-RXN RXN0-802
UDPSUGARHYDRO-RXN RXN0-802
PHOSNACMURPENTATRANS-RXN RXN0-802
RXN0-801 RXN0-802
GLCNACPTRANS-RXN RXN0-802
RXN-12197 RXN0-802
RXN0-443 RXN0-1382
TRANS-RXN-1 RXN0-1382
PYRIMSYN1-RXN RXN0-1382
GARTRANSFORMYL2-RXN RXN0-1382
FORMATETHFLIG-RXN RXN0-1382
RXN-12274 RXN0-1382
RXN0-3281 RXN0-1382
OXALYL-COA-DECARBOXYLASE-RXN RXN0-1382
FORMATEDEHYDROG-RXN RXN0-1382
FHLMULTI-RXN RXN0-1382
R170-RXN RXN0-2945
RXN0-14 RXN0-2945
RIBOFLAVINSYNDEAM-RXN GTP-CYCLOHYDRO-II-RXN
RXN0-443 GTP-CYCLOHYDRO-II-RXN
TRANS-RXN-1 GTP-CYCLOHYDRO-II-RXN
PYRIMSYN1-RXN GTP-CYCLOHYDRO-II-RXN
GARTRANSFORMYL2-RXN GTP-CYCLOHYDRO-II-RXN
FORMATETHFLIG-RXN GTP-CYCLOHYDRO-II-RXN
RXN0-1382 GTP-CYCLOHYDRO-II-RXN
RXN-12274 GTP-CYCLOHYDRO-II-RXN
RXN0-3281 GTP-CYCLOHYDRO-II-RXN
FORMATEDEHYDROG-RXN GTP-CYCLOHYDRO-II-RXN
FHLMULTI-RXN GTP-CYCLOHYDRO-II-RXN
TYROSINE--TRNA-LIGASE-RXN RXN0-1882
ALDEHYDE-DEHYDROGENASE-NADP+-RXN LYSOPHOSPHOLIPASE-RXN
CARBOXYLESTERASE-RXN LYSOPHOSPHOLIPASE-RXN
1.2.99.7-RXN LYSOPHOSPHOLIPASE-RXN
ACYL-COA-HYDROLASE-RXN LYSOPHOSPHOLIPASE-RXN
KETOACYLCOATHIOL-RXN OHACYL-COA-DEHYDROG-RXN
OHBUTYRYL-COA-EPIM-RXN OHACYL-COA-DEHYDROG-RXN
ENOYL-COA-HYDRAT-RXN OHACYL-COA-DEHYDROG-RXN
TRANS-RXN-156 RXN0-4761
POLYPHOSPHATE-KINASE-RXN EXOPOLYPHOSPHATASE-RXN
RXN0-6435 OXAMATE-CARBAMOYLTRANSFERASE-RXN
ASPCARBTRANS-RXN OXAMATE-CARBAMOYLTRANSFERASE-RXN
ORNCARBAMTRANSFER-RXN OXAMATE-CARBAMOYLTRANSFERASE-RXN
CREB-RXN CREC-RXN
PHOBCREC-RXN CREC-RXN
RXN-7282 MHPCHYDROL-RXN
GALACTODEHYDROG-RXN R138-RXN
ALDOSE1EPIM-RXN R138-RXN
RXN0-6730 R138-RXN
R139-RXN R138-RXN
ABC-18-RXN R138-RXN
TRANS-RXN-21 R138-RXN
PHOBR-RXN PHOBCREC-RXN
CREB-RXN PHOBCREC-RXN
TRANS-RXN-151 BIOTIN-CARBOXYL-RXN
RXN0-5055 BIOTIN-CARBOXYL-RXN
PROPIONYL-COA-CARBOXY-RXN BIOTIN-CARBOXYL-RXN
CARBPSYN-RXN BIOTIN-CARBOXYL-RXN
ACETYL-COA-CARBOXYLTRANSFER-RXN BIOTIN-CARBOXYL-RXN
PEPCARBOX-RXN BIOTIN-CARBOXYL-RXN
R524-RXN BIOTIN-CARBOXYL-RXN
RXN0-742 BIOTIN-CARBOXYL-RXN
ACONITATEHYDR-RXN ACONITATE-DELTA-ISOMERASE-RXN
RXN0-2441 ACONITATE-DELTA-ISOMERASE-RXN
ACONITATEDEHYDR-RXN ACONITATE-DELTA-ISOMERASE-RXN
RXN-12445 NADPH-DEHYDROGENASE-FLAVIN-RXN
RXN0-1321 RXN0-4022
RXN-9514 3-OXOACYL-ACP-SYNTH-BASE-RXN
TRYPSYN-RXN IGPSYN-RXN
RXN0-2381 IGPSYN-RXN
RXN0-2281 2.1.1.61-RXN
RXN0-6274 2.1.1.61-RXN
3.1.13.5-RXN 2.1.1.61-RXN
LEUCYLTRANSFERASE-RXN 2.1.1.61-RXN
TRANS-RXN0-266 ABC-24-RXN
SPERMACTRAN-RXN ABC-24-RXN
GSPSYN-RXN ABC-24-RXN
KDGALDOL-RXN GLYOCARBOLIG-RXN
RXN0-5289 GLYOCARBOLIG-RXN
TSA-REDUCT-RXN GLYOCARBOLIG-RXN
RXN0-305 GLYOCARBOLIG-RXN
2-METHYLCITRATE-SYNTHASE-RXN RXN0-4741
2-METHYLCITRATE-DEHYDRATASE-RXN RXN0-4741
RXN0-1861 UGD-RXN
RXN0-5377 UGD-RXN
4.2.1.99-RXN 2-METHYLCITRATE-DEHYDRATASE-RXN
RXN0-4961 DNA-DIRECTED-DNA-POLYMERASE-RXN
3.1.21.7-RXN DNA-DIRECTED-DNA-POLYMERASE-RXN
RIBONUCLEOSIDE-TRIP-REDUCT-RXN DNA-DIRECTED-DNA-POLYMERASE-RXN
3.1.21.3-RXN DNA-DIRECTED-DNA-POLYMERASE-RXN
3.1.11.1-RXN DNA-DIRECTED-DNA-POLYMERASE-RXN
3.1.11.2-RXN DNA-DIRECTED-DNA-POLYMERASE-RXN
RXN0-6442 ENTDB-RXN
ENTD-RXN ENTDB-RXN
HOLO-ACP-SYNTH-RXN ENTDB-RXN
HISTIDPHOS-RXN HISTAMINOTRANS-RXN
UDP-NACMURALGLDAPAALIG-RXN UDP-NACMURALGLDAPLIG-RXN
LXULRU5P-RXN LYXK-RXN
ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN
CITSYN-RXN ACONITATEDEHYDR-RXN
TRANS-RXN0-201 ACONITATEDEHYDR-RXN
CITLY-RXN ACONITATEDEHYDR-RXN
ACONITATE-DELTA-ISOMERASE-RXN ACONITATEDEHYDR-RXN
CITTRANS-RXN ACONITATEDEHYDR-RXN
RXN0-6445 CHEYDEPHOS-RXN
RXN0-6546 CHEYDEPHOS-RXN
RXN0-5199 XANTHOSINEPHOSPHORY-RXN
RXN0-5358 XANTHOSINEPHOSPHORY-RXN
XANPRIBOSYLTRAN-RXN XANTHOSINEPHOSPHORY-RXN
PPENTOMUT-RXN XANTHOSINEPHOSPHORY-RXN
RXN0-901 XANTHOSINEPHOSPHORY-RXN
URPHOS-RXN XANTHOSINEPHOSPHORY-RXN
ADENPHOSPHOR-RXN XANTHOSINEPHOSPHORY-RXN
RXN-7682 XANTHOSINEPHOSPHORY-RXN
INOPHOSPHOR-RXN XANTHOSINEPHOSPHORY-RXN
RXN-5076 XANTHOSINEPHOSPHORY-RXN
TRANS-RXN-31 XANTHOSINEPHOSPHORY-RXN
PNP-RXN XANTHOSINEPHOSPHORY-RXN
RXN0-1402 XANTHOSINEPHOSPHORY-RXN
RXN0-363 XANTHOSINEPHOSPHORY-RXN
ENOYL-COA-HYDRAT-RXN ENOYL-COA-DELTA-ISOM-RXN
ACYLCOADEHYDROG-RXN ENOYL-COA-DELTA-ISOM-RXN
RXN0-20 RXN0-6675
RXN0-1842 RXN0-6675
RXN0-5401 RXN0-6675
TRANS-RXN-81 GLUCUROISOM-RXN
TRANS-RXN-35 GLUCUROISOM-RXN
MANNONOXIDOREDUCT-RXN GLUCUROISOM-RXN
RXN0-4161 GLUCUROISOM-RXN
R15-RXN RXN0-6678
TRANS-RXN0-206 RXN0-6678
RXN0-6684 RXN0-6678
RXN-11193 RXN0-6678
RXN0-6677 RXN0-6676
GLUCOSAMINE-6-P-DEAMIN-RXN L-GLN-FRUCT-6-P-AMINOTRANS-RXN
5.4.2.10-RXN L-GLN-FRUCT-6-P-AMINOTRANS-RXN
OHBUTYRYL-COA-EPIM-RXN ENOYL-COA-HYDRAT-RXN
OHACYL-COA-DEHYDROG-RXN ENOYL-COA-HYDRAT-RXN
ACYLCOADEHYDROG-RXN ENOYL-COA-HYDRAT-RXN
ENOYL-COA-DELTA-ISOM-RXN ENOYL-COA-HYDRAT-RXN
RXN0-3 TRNA-S-TRANSFERASE-RXN
PHOSPHASERSYN-RXN TRNA-S-TRANSFERASE-RXN
SERINE--TRNA-LIGASE-RXN TRNA-S-TRANSFERASE-RXN
TRANS-RXN-71 TRNA-S-TRANSFERASE-RXN
GLYOHMETRANS-RXN TRNA-S-TRANSFERASE-RXN
GLUTCYSLIG-RXN TRNA-S-TRANSFERASE-RXN
RXN0-2201 TRNA-S-TRANSFERASE-RXN
RXN0-308 TRNA-S-TRANSFERASE-RXN
RXN0-2382 TRNA-S-TRANSFERASE-RXN
RXN-11362 TRNA-S-TRANSFERASE-RXN
LCYSDESULF-RXN TRNA-S-TRANSFERASE-RXN
CYSTEINE--TRNA-LIGASE-RXN TRNA-S-TRANSFERASE-RXN
RXN0-1924 TRNA-S-TRANSFERASE-RXN
ENTMULTI-RXN TRNA-S-TRANSFERASE-RXN
P-PANTOCYSLIG-RXN TRNA-S-TRANSFERASE-RXN
ENTF-RXN TRNA-S-TRANSFERASE-RXN
ACSERLY-RXN TRNA-S-TRANSFERASE-RXN
O-SUCCHOMOSERLYASE-RXN TRNA-S-TRANSFERASE-RXN
SERINE-O-ACETTRAN-RXN TRNA-S-TRANSFERASE-RXN
CYSTEINE-AMINOTRANSFERASE-RXN TRNA-S-TRANSFERASE-RXN
RXN-9787 TRNA-S-TRANSFERASE-RXN
TRYPSYN-RXN TRNA-S-TRANSFERASE-RXN
RXN-12588 TRNA-S-TRANSFERASE-RXN
THIFIS-RXN TRNA-S-TRANSFERASE-RXN
RXN0-4083 TRNA-S-TRANSFERASE-RXN
RXN0-2161 TRNA-S-TRANSFERASE-RXN
N-ACETYLGLUTPREDUCT-RXN ACETYLGLUTKIN-RXN
PRODISULFREDUCT-A-RXN RXN0-6256
RXN0-6549 RXN0-6256
RXN0-11 RXN0-6256
GST-RXN RXN0-6256
RXN0-21 RXN0-6256
GLUTATHIONE-REDUCT-NADPH-RXN RXN0-6256
GLUTATHIONE-PEROXIDASE-RXN RXN0-6256
GLYOXI-RXN RXN0-6256
RXN-12864 RXN0-6256
GSPSYN-RXN RXN0-6256
RXN-2961 RXN0-6256
TRANS-RXN0-228 1.1.1.264-RXN
RXN0-2701 1.1.1.264-RXN
YIAE1-RXN 1.1.1.264-RXN
TRANS-RXN-181A 1.1.1.264-RXN
GLUCONATE-5-DEHYDROGENASE-RXN 1.1.1.264-RXN
YIAE2-RXN 1.1.1.264-RXN
RXN0-1922 4.2.99.18-RXN
RXN0-6556 4.2.99.18-RXN
RXN0-6258 RXN0-6259
R601-RXN RXN0-6259
TRANS-RXN0-234 RXN0-6259
PROTOHEMEFERROCHELAT-RXN RXN0-6259
RXN0-5264 RXN0-6259
RXN0-3501 RXN0-6259
RXN0-5256 RXN0-6259
DIMESULFREDUCT-RXN RXN0-6259
TRANS-RXN0-162 RXN0-6258
PROTOHEMEFERROCHELAT-RXN RXN0-6258
SIROHEME-FERROCHELAT-RXN RXN0-6258
HEMEOSYN-RXN RXN0-6258
RXN-8073 RXN0-6258
TRANS-RXN-8 RXN0-6258
RXN0-2421 RXN0-6258
RXN0-5252 RXN0-6258
RXN0-1483 RXN0-6258
RXN-12541 RXN0-6258
RXN-12540 RXN0-6258
RXN0-6 RXN0-6258
RXN0-6256 GLUTATHIONE-PEROXIDASE-RXN
GLUTATHIONE-REDUCT-NADPH-RXN GLUTATHIONE-PEROXIDASE-RXN
GLYOXII-RXN GLYOXI-RXN
GCVT-RXN GCVP-RXN
PYRIDOXKIN-RXN 3.1.3.74-RXN
TRANS-RXN0-214 3.1.3.74-RXN
PYROXALTRANSAM-RXN 3.1.3.74-RXN
HEMN-RXN UROGENDECARBOX-RXN
RXN0-1461 UROGENDECARBOX-RXN
RXN0-3561 LCARNCOALIG-RXN
RXN0-6565 THYM-PHOSPH-RXN
THYKI-RXN THYM-PHOSPH-RXN
DEOXYADENPHOSPHOR-RXN THYM-PHOSPH-RXN
DEOXYGUANPHOSPHOR-RXN THYM-PHOSPH-RXN
RXN0-6468 THYM-PHOSPH-RXN
URA-PHOSPH-RXN THYM-PHOSPH-RXN
TRANS-RXN-108H THYM-PHOSPH-RXN
DEOXYINOPHOSPHOR-RXN THYM-PHOSPH-RXN
RXN-12611 PYRIMSYN3-RXN
RXN0-3543 PYRIMSYN3-RXN
THI-P-SYN-RXN PYRIMSYN3-RXN
RXN0-5289 TSA-REDUCT-RXN
GLY3KIN-RXN TSA-REDUCT-RXN
GKI-RXN TSA-REDUCT-RXN
RXN0-300 TSA-REDUCT-RXN
DCTP-DEAM-RXN DCDPKIN-RXN
DCTP-PYROPHOSPHATASE-RXN DCDPKIN-RXN
LTAA-RXN ALCOHOL-DEHYDROG-RXN
RXN0-3962 ALCOHOL-DEHYDROG-RXN
RXN0-5234 ALCOHOL-DEHYDROG-RXN
MHPELY-RXN ALCOHOL-DEHYDROG-RXN
DEOXYRIBOSE-P-ALD-RXN ALCOHOL-DEHYDROG-RXN
RXN0-2022 ALCOHOL-DEHYDROG-RXN
GST-RXN RXN0-2501
TRANS-RXN-139 RXN0-2501
ALADEHYDCHLORO-RXN RXN0-2501
ABC-20-RXN RXN0-3021
RXN0-5250 RXN0-3021
TRANS-RXN-141B RXN0-3021
RXN0-6571 RXN0-3021
2.7.4.22-RXN URIDYLREM-RXN
UDPSUGARHYDRO-RXN URIDYLREM-RXN
PHOSNACMURPENTATRANS-RXN URIDYLREM-RXN
GLCNACPTRANS-RXN URIDYLREM-RXN
RXN-12197 URIDYLREM-RXN
RXN0-283 TRANS-RXN-126B
LEUCINE--TRNA-LIGASE-RXN TRANS-RXN-126B
RXN0-261 TRANS-RXN-126B
TRANS-RXN-126A TRANS-RXN-126B
TRANS-RXN-94A TRANS-RXN-126B
TRANS-RXN0-270 TRANS-RXN-126B
BRANCHED-CHAINAMINOTRANSFERLEU-RXN TRANS-RXN-126B
TRANS-RXN0-235 TRANS-RXN-126B
TRANS-RXN-125 TRANS-RXN-126B
TRANS-RXN-126 TRANS-RXN-126B
TRANS-RXN-130 TRANS-RXN-126B
TRANS-RXN-118 TRANS-RXN-126B
TRANS-RXN-101 TRANS-RXN-126B
TRANS-RXN-128 TRANS-RXN-126B
TRANS-RXN-129 TRANS-RXN-126B
TRANS-RXN-117 TRANS-RXN-126B
ABC-35-RXN TRANS-RXN-126B
RXN0-4083 TRANS-RXN-126B
RXN0-2561 TRANS-RXN-126B
TRANS-RXN-122 TRANS-RXN-126B
RXN0-283 TRANS-RXN-126A
TRANS-RXN-126B TRANS-RXN-126A
TRANS-RXN-94A TRANS-RXN-126A
VALINE--TRNA-LIGASE-RXN TRANS-RXN-126A
TRANS-RXN0-235 TRANS-RXN-126A
VALINE-PYRUVATE-AMINOTRANSFER-RXN TRANS-RXN-126A
TRANS-RXN0-269 TRANS-RXN-126A
TRANS-RXN-125 TRANS-RXN-126A
TRANS-RXN-126 TRANS-RXN-126A
TRANS-RXN-130 TRANS-RXN-126A
TRANS-RXN-118 TRANS-RXN-126A
TRANS-RXN-101 TRANS-RXN-126A
TRANS-RXN-128 TRANS-RXN-126A
TRANS-RXN-129 TRANS-RXN-126A
TRANS-RXN-117 TRANS-RXN-126A
BRANCHED-CHAINAMINOTRANSFERVAL-RXN TRANS-RXN-126A
RXN0-4083 TRANS-RXN-126A
RXN0-2561 TRANS-RXN-126A
TRANS-RXN-122 TRANS-RXN-126A
ABC-36-RXN TRANS-RXN-126A
RXN-11831 DCTP-PYROPHOSPHATASE-RXN
RXN0-5292 DCTP-PYROPHOSPHATASE-RXN
TRANS-RXN-68 DIAMINOPIMDECARB-RXN
ABC-3-RXN DIAMINOPIMDECARB-RXN
RXN-1961 DIAMINOPIMDECARB-RXN
LYSINE--TRNA-LIGASE-RXN DIAMINOPIMDECARB-RXN
RXN0-5192 DIAMINOPIMDECARB-RXN
TRANS-RXN-58 DIAMINOPIMDECARB-RXN
LYSDECARBOX-RXN DIAMINOPIMDECARB-RXN
RXN0-5344 DIAMINOPIMDECARB-RXN
RXN0-963 DIAMINOPIMDECARB-RXN
LIPIDXSYNTHESIS-RXN UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
RXN-9537 UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
UDPNACETYLGLUCOSAMACYLTRANS-RXN UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
LIPIDADISACCHARIDESYNTH-RXN UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
RXN0-267 RXN0-6277
1.8.4.13-RXN RXN0-6277
RIBONUCLEOSIDE-DIP-REDUCTI-RXN RXN0-6277
RXN0-5468 RXN0-6277
THIOREDOXIN-REDUCT-NADPH-RXN RXN0-6277
THIOREDOXIN-RXN RXN0-6277
GDPREDUCT-RXN RXN0-6277
ADPREDUCT-RXN RXN0-6277
1.8.4.12-RXN RXN0-6277
CDPREDUCT-RXN RXN0-6277
UDPREDUCT-RXN RXN0-6277
1.8.4.8-RXN RXN0-6277
RXN0-6385 RXN0-6277
TRANS-RXN0-240 RXN0-6277
RXN-8668 RXN0-6277
1.8.4.14-RXN RXN0-6277
BIOTINLIG-RXN RXN0-6277
TRANS-RXN0-475 RXN0-6277
ALTRODEHYDRAT-RXN ALTRO-OXIDOREDUCT-RXN
GALACTUROISOM-RXN ALTRO-OXIDOREDUCT-RXN
PRPPSYN-RXN RIB5PISOM-RXN
1TRANSKETO-RXN RIB5PISOM-RXN
PPENTOMUT-RXN RIB5PISOM-RXN
RXN0-5398 RIB5PISOM-RXN
DIOHBUTANONEPSYN-RXN RIB5PISOM-RXN
RIBULP3EPIM-RXN RIB5PISOM-RXN
NMNNUCLEOSID-RXN RIB5PISOM-RXN
DARAB5PISOM-RXN RIB5PISOM-RXN
RXN0-6271 RXN0-6272
NADH-DEHYDROG-A-RXN GLUCDEHYDROG-RXN
RXN0-6372 GLUCDEHYDROG-RXN
GLUCONOLACT-RXN GLUCDEHYDROG-RXN
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN GLUCDEHYDROG-RXN
RXN-12352 GLUCDEHYDROG-RXN
RXN0-5268 GLUCDEHYDROG-RXN
RXN0-6369 GLUCDEHYDROG-RXN
TRANS-RXN0-237 GLUCDEHYDROG-RXN
RXN0-5266 GLUCDEHYDROG-RXN
2.1.1.61-RXN RXN0-6274
IPPISOM-RXN RXN0-6274
3.1.13.5-RXN RXN0-6274
LEUCYLTRANSFERASE-RXN RXN0-6274
GPPSYN-RXN RXN0-6274
RXN-8992 IPPISOM-RXN
RXN0-6274 IPPISOM-RXN
RXN-8999 IPPISOM-RXN
GPPSYN-RXN IPPISOM-RXN
FPPSYN-RXN IPPISOM-RXN
RXN0-6272 RXN0-6271
NARX-RXN NARLX-RXN
RXN0-303 ALLOSE-KINASE-RXN
SULFITE-REDUCTASE-FERREDOXIN-RXN PYRUFLAVREDUCT-RXN
HYDROG-RXN PYRUFLAVREDUCT-RXN
RXN0-882 PYRUFLAVREDUCT-RXN
F16ALDOLASE-RXN 1PFRUCTPHOSN-RXN
R137-RXN 1PFRUCTPHOSN-RXN
F16BDEPHOS-RXN 1PFRUCTPHOSN-RXN
MALATE-DEH-RXN CITRYLY-RXN
CITSYN-RXN CITRYLY-RXN
CITC-RXN CITRYLY-RXN
2-METHYLCITRATE-SYNTHASE-RXN CITRYLY-RXN
CITTRANS-RXN CITRYLY-RXN
LTARTDEHYDRA-RXN CITRYLY-RXN
PEPCARBOX-RXN CITRYLY-RXN
ASPAMINOTRANS-RXN CITRYLY-RXN
MALOX-RXN CITRYLY-RXN
PYROXALTRANSAM-RXN CITRYLY-RXN
2.1.1.61-RXN AMINOCYL-TRNA-HYDROLASE-RXN
RXN0-6274 AMINOCYL-TRNA-HYDROLASE-RXN
3.1.13.5-RXN AMINOCYL-TRNA-HYDROLASE-RXN
LEUCYLTRANSFERASE-RXN AMINOCYL-TRNA-HYDROLASE-RXN
NARQ-RXN NARPQ-RXN
RXN0-5513 RXN0-1802
ACECOATRANS-RXN RXN0-1802
TRANS-RXN0-443 RXN0-1802
RXN0-6725 RXN0-1802
R166-RXN RXN0-3002
XANPRIBOSYLTRAN-RXN RXN-5076
RXN0-901 RXN-5076
RXN-7682 RXN-5076
XANTHOSINEPHOSPHORY-RXN RXN-5076
RXN0-5223 PGLYCEROLTRANSI-RXN
RXN0-20 PGLYCEROLTRANSI-RXN
DIACYLGLYKIN-RXN PGLYCEROLTRANSI-RXN
PGPPHOSPHA-RXN PGLYCEROLTRANSI-RXN
PGLYCEROLTRANSII-RXN PGLYCEROLTRANSI-RXN
CARDIOLIPSYN-RXN PGLYCEROLTRANSI-RXN
RXN0-4581 PGLYCEROLTRANSI-RXN
ACSERLY-RXN RXN0-3001
SERINE-O-ACETTRAN-RXN RXN0-3001
RXN0-1923 RXN0-3001
TRANS-RXN0-459 MCPMETEST-RXN
CHER-RXN MCPMETEST-RXN
DTDPRHAMSYNTHMULTI-RXN DTDPDEHYRHAMREDUCT-RXN
DTDPDEHYDRHAMEPIM-RXN DTDPDEHYRHAMREDUCT-RXN
RXN0-5129 DTDPDEHYRHAMREDUCT-RXN
RXN-10462 ACYLGPEACYLTRANS-RXN
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN ACYLGPEACYLTRANS-RXN
RXN0-6952 ACYLGPEACYLTRANS-RXN
RXN0-6725 ACYLGPEACYLTRANS-RXN
RXN0-4581 ACYLGPEACYLTRANS-RXN
TRANS-RXN-86 RXN0-1804
2OXOGLUTDECARB-RXN RXN-7716
RXN0-296 TYRAMINOTRANS-RXN
TRANS-RXN-77 TYRAMINOTRANS-RXN
RXN-11319 TYRAMINOTRANS-RXN
TYROSINE--TRNA-LIGASE-RXN TYRAMINOTRANS-RXN
DIAMINOPIMDECARB-RXN DIAMINOPIMEPIM-RXN
SUCCDIAMINOPIMDESUCC-RXN DIAMINOPIMEPIM-RXN
UDP-NACMURALGLDAPLIG-RXN DIAMINOPIMEPIM-RXN
SULFATE-ADENYLYLTRANS-RXN RXN-5077
ADENYLYLSULFKIN-RXN RXN-5077
NADH-DEHYDROG-A-RXN RXN-12352
RXN0-6373 RXN-12352
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN RXN-12352
GLUCDEHYDROG-RXN RXN-12352
RXN0-5330 RXN-12352
RXN-11496 RXN-12352
RXN0-5244 RXN-12352
RXN0-5258 RXN-12352
RXN0-6491 RXN-12352
TRANS-RXN0-237 RXN-12352
ADOMET-DMK-METHYLTRANSFER-RXN DMK-RXN
